Country,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Age,ConvertedCompYearly
United States of America,Bachelors,12,6,Full-stack Developer,499.0,25.0,97124.0
Other,No bachelors,13,8,Front-end Developer,499.0,25.0,50592.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,8,Front-end Developer,499.0,25.0,59459.0
United States of America,Bachelors,15,10,Other,499.0,25.0,135000.0
United States of America,Bachelors,13,6,Full-stack Developer,499.0,25.0,120000.0
Netherlands,No bachelors,22,8,Engineering Manager,19.0,25.0,44628.0
United States of America,Bachelors,16,9,Full-stack Developer,99.0,25.0,110000.0
Canada,No bachelors,8,5,Front-end Developer,499.0,25.0,86976.0
Germany,Bachelors,4,0,Front-end Developer,4999.0,18.0,15564.0
Canada,No bachelors,5,0,Other,99.0,18.0,22700.0
Other,Bachelors,7,3,Front-end Developer,9999.0,25.0,35672.0
United States of America,Bachelors,4,0,Front-end Developer,499.0,18.0,90000.0
Canada,No bachelors,6,4,Front-end Developer,4999.0,18.0,29496.0
Brazil,Bachelors,14,10,Front-end Developer,99.0,25.0,24744.0
United States of America,No bachelors,10,5,Front-end Developer,99.0,25.0,120000.0
Turkey,No bachelors,9,6,Front-end Developer,19.0,25.0,30000.0
United States of America,No bachelors,30,10,Front-end Developer,499.0,35.0,80000.0
United States of America,Bachelors,8,4,Full-stack Developer,499.0,25.0,70000.0
United States of America,Bachelors,13,9,Front-end Developer,9999.0,25.0,106000.0
Germany,No bachelors,4,1,Other,499.0,25.0,57292.0
United States of America,No bachelors,21,15,Front-end Developer,499.0,35.0,250000.0
Canada,No bachelors,10,3,Front-end Developer,99.0,25.0,113447.0
Spain,Bachelors,14,11,Front-end Developer,4999.0,25.0,43239.0
Spain,Bachelors,36,22,Full-stack Developer,9999.0,45.0,54049.0
United States of America,No bachelors,30,25,Front-end Developer,499.0,45.0,100000.0
Germany,No bachelors,16,2,Full-stack Developer,499.0,25.0,56211.0
United States of America,No bachelors,5,3,Front-end Developer,99.0,35.0,90000.0
United States of America,Bachelors,33,22,Front-end Developer,9999.0,35.0,833000.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,17,14,Full-stack Developer,499.0,35.0,80141.0
Other,No bachelors,10,6,Other,499.0,25.0,33780.0
India,Bachelors,6,0,Full-stack Developer,499.0,18.0,4607.0
Other,Bachelors,2,0,Front-end Developer,99.0,18.0,6012.0
Germany,Bachelors,18,10,SRE or Devops,499.0,25.0,91883.0
United States of America,Bachelors,4,1,Other,19.0,18.0,40000.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,5,4,Front-end Developer,499.0,25.0,40070.0
United States of America,Bachelors,8,3,Full-stack Developer,499.0,18.0,96000.0
Germany,No bachelors,15,1,Front-end Developer,499.0,25.0,77831.0
United States of America,No bachelors,6,5,Data Scientist or ML Engr.,499.0,25.0,90000.0
United States of America,No bachelors,20,13,Other,499.0,25.0,250000.0
United States of America,No bachelors,34,20,Front-end Developer,499.0,35.0,170200.0
United States of America,Bachelors,15,13,Full-stack Developer,499.0,35.0,138000.0
Other,No bachelors,6,5,Other,4999.0,25.0,27144.0
United States of America,No bachelors,40,26,Front-end Developer,499.0,55.0,125000.0
Russian Federation,No bachelors,13,8,Full-stack Developer,19.0,25.0,16980.0
United States of America,No bachelors,4,3,Front-end Developer,19.0,25.0,85000.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,10,10,Full-stack Developer,499.0,25.0,79301.0
Other,No bachelors,10,2,Front-end Developer,499.0,25.0,2184.0
United States of America,Bachelors,43,35,Front-end Developer,499.0,45.0,210000.0
Poland,Bachelors,10,5,Front-end Developer,499.0,25.0,45564.0
Poland,No bachelors,19,14,Front-end Developer,499.0,35.0,97200.0
Italy,No bachelors,16,15,Front-end Developer,499.0,35.0,19452.0
Other,Bachelors,20,20,Front-end Developer,499.0,45.0,14412.0
Canada,Bachelors,8,5,Full-stack Developer,99.0,25.0,58236.0
Spain,No bachelors,10,6,Front-end Developer,99.0,25.0,37834.0
Poland,Bachelors,10,5,Front-end Developer,99.0,25.0,36444.0
Switzerland,No bachelors,13,4,Academic Researcher,499.0,25.0,60984.0
Brazil,Bachelors,5,4,Front-end Developer,99.0,25.0,27488.0
Other,No bachelors,4,1,Front-end Developer,99.0,18.0,12600.0
United States of America,Bachelors,33,21,Other,499.0,35.0,250000.0
Other,Post-grad,25,8,Engineering Manager,499.0,35.0,61973.0
United States of America,Bachelors,7,2,Front-end Developer,499.0,25.0,80000.0
United States of America,No bachelors,8,8,Front-end Developer,4999.0,35.0,250000.0
United States of America,Bachelors,15,4,Front-end Developer,499.0,18.0,950000.0
Brazil,Bachelors,30,25,Front-end Developer,9999.0,35.0,32988.0
Germany,No bachelors,10,3,Other,499.0,18.0,39036.0
Turkey,No bachelors,11,11,Full-stack Developer,4999.0,25.0,33528.0
United States of America,Bachelors,14,7,Front-end Developer,499.0,25.0,97500.0
United States of America,Bachelors,8,4,Front-end Developer,499.0,25.0,200000.0
Germany,No bachelors,36,21,Other,19.0,45.0,56211.0
United States of America,No bachelors,21,6,Full-stack Developer,499.0,35.0,93000.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,15,6,Full-stack Developer,19.0,25.0,87250.0
Other,Bachelors,10,6,Other,99.0,25.0,112884.0
United States of America,No bachelors,5,5,Front-end Developer,499.0,25.0,100000.0
Other,No bachelors,17,6,Full-stack Developer,499.0,25.0,60535.0
United States of America,No bachelors,10,5,Other,499.0,35.0,175000.0
United States of America,Bachelors,13,9,Front-end Developer,19.0,25.0,130000.0
Other,Bachelors,18,10,Front-end Developer,499.0,25.0,81074.0
Other,Bachelors,11,6,Other,4999.0,25.0,83508.0
Spain,No bachelors,10,5,Other,99.0,25.0,34591.0
United States of America,No bachelors,8,5,Other,499.0,25.0,53000.0
France,No bachelors,6,2,Other,4999.0,18.0,45401.0
United States of America,Bachelors,30,21,Front-end Developer,499.0,45.0,110000.0
Turkey,No bachelors,6,5,Other,99.0,25.0,16176.0
Other,Bachelors,7,5,Full-stack Developer,499.0,25.0,30000.0
Poland,No bachelors,23,8,Front-end Developer,499.0,35.0,72900.0
Other,Bachelors,29,26,Full-stack Developer,19.0,45.0,63890.0
Other,Bachelors,5,1,Front-end Developer,99.0,18.0,9612.0
Israel,Bachelors,4,2,Front-end Developer,499.0,18.0,35892.0
Other,No bachelors,15,15,Other,499.0,45.0,41568.0
Germany,Bachelors,22,8,Full-stack Developer,499.0,25.0,77831.0
Brazil,Bachelors,12,11,Full-stack Developer,499.0,35.0,21996.0
Other,Bachelors,6,2,Front-end Developer,499.0,18.0,35778.0
United States of America,Bachelors,8,7,Front-end Developer,499.0,25.0,129000.0
Canada,Bachelors,10,8,Full-stack Developer,499.0,35.0,86976.0
Other,No bachelors,7,2,Front-end Developer,99.0,18.0,7752.0
United States of America,No bachelors,22,4,Front-end Developer,499.0,25.0,83500.0
Poland,No bachelors,21,15,Front-end Developer,499.0,35.0,91128.0
Brazil,No bachelors,12,7,Full-stack Developer,499.0,18.0,24744.0
Canada,Bachelors,10,4,Full-stack Developer,499.0,25.0,80925.0
United States of America,Bachelors,19,13,Front-end Developer,499.0,25.0,110000.0
Australia,Bachelors,18,13,Front-end Developer,499.0,35.0,73491.0
Netherlands,No bachelors,28,17,Front-end Developer,499.0,35.0,73507.0
United States of America,Bachelors,21,11,Front-end Developer,499.0,35.0,90000.0
Spain,No bachelors,9,7,Front-end Developer,499.0,25.0,49725.0
Germany,Bachelors,14,8,Front-end Developer,499.0,25.0,58373.0
Other,No bachelors,12,12,Other,99.0,35.0,29196.0
Brazil,Bachelors,19,11,Front-end Developer,9999.0,35.0,52224.0
Australia,Bachelors,30,23,Full-stack Developer,99.0,35.0,113576.0
India,Bachelors,7,4,Full-stack Developer,4999.0,25.0,30716.0
United States of America,Bachelors,12,6,Full-stack Developer,19.0,25.0,167000.0
Germany,Bachelors,15,5,Front-end Developer,499.0,25.0,49296.0
Netherlands,No bachelors,32,22,Front-end Developer,99.0,35.0,72849.0
Germany,Bachelors,20,10,Full-stack Developer,99.0,35.0,42804.0
United States of America,Bachelors,8,2,Full-stack Developer,4999.0,18.0,74000.0
Other,Bachelors,16,12,Full-stack Developer,4999.0,25.0,9456.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,12,2,Full-stack Developer,19.0,18.0,25852.0
Canada,Bachelors,6,0,Front-end Developer,99.0,18.0,34034.0
United States of America,Bachelors,7,0,Software QA,499.0,25.0,88000.0
France,No bachelors,8,6,Front-end Developer,499.0,18.0,36487.0
Other,Bachelors,13,10,SRE or Devops,499.0,25.0,79368.0
France,No bachelors,27,25,Front-end Developer,499.0,45.0,93159.0
Netherlands,No bachelors,20,10,Front-end Developer,99.0,35.0,102693.0
Canada,Post-grad,35,8,Academic Researcher,499.0,55.0,132355.0
United States of America,Bachelors,35,22,Front-end Developer,499.0,35.0,165400.0
United States of America,Bachelors,6,5,Front-end Developer,4999.0,35.0,669000.0
United States of America,No bachelors,30,20,Full-stack Developer,499.0,35.0,80000.0
Switzerland,No bachelors,6,3,Full-stack Developer,499.0,25.0,85380.0
Canada,Bachelors,20,8,Front-end Developer,99.0,35.0,72000.0
United States of America,No bachelors,40,26,Front-end Developer,4999.0,45.0,180000.0
Other,No bachelors,7,5,Full-stack Developer,499.0,25.0,53184.0
Other,Bachelors,15,9,Front-end Developer,19.0,25.0,60000.0
Other,Bachelors,10,6,Full-stack Developer,99.0,25.0,63890.0
India,Bachelors,17,6,Full-stack Developer,499.0,25.0,84050.0
United States of America,Post-grad,30,9,Data Scientist or ML Engr.,99.0,55.0,68000.0
United States of America,No bachelors,5,4,Front-end Developer,19.0,35.0,65000.0
United States of America,Bachelors,6,2,Full-stack Developer,499.0,18.0,70000.0
United States of America,No bachelors,5,2,Full-stack Developer,499.0,25.0,100000.0
Poland,No bachelors,4,3,Front-end Developer,499.0,25.0,31896.0
France,Bachelors,35,35,Front-end Developer,499.0,55.0,70264.0
Other,Bachelors,12,7,Front-end Developer,499.0,25.0,57000.0
France,No bachelors,7,5,Front-end Developer,499.0,25.0,43239.0
Other,Bachelors,7,2,Data Scientist or ML Engr.,499.0,25.0,12264.0
Sweden,No bachelors,13,6,Other,499.0,25.0,44184.0
Russian Federation,No bachelors,10,4,Full-stack Developer,499.0,18.0,40008.0
Other,No bachelors,7,5,Other,99.0,25.0,12456.0
United States of America,Bachelors,22,22,Front-end Developer,499.0,35.0,135000.0
Netherlands,Bachelors,27,3,Front-end Developer,499.0,35.0,51888.0
United States of America,Bachelors,5,4,Front-end Developer,499.0,25.0,150000.0
United States of America,No bachelors,18,14,Front-end Developer,99.0,35.0,140000.0
Ukraine,No bachelors,11,5,Full-stack Developer,499.0,25.0,53832.0
United States of America,Bachelors,10,6,Front-end Developer,499.0,25.0,142200.0
United States of America,No bachelors,6,4,Front-end Developer,99.0,25.0,100000.0
United States of America,Bachelors,9,9,Full-stack Developer,99.0,25.0,130000.0
United States of America,No bachelors,14,4,Full-stack Developer,499.0,18.0,28800.0
Other,No bachelors,18,13,Other,499.0,25.0,70279.0
Other,No bachelors,37,32,Full-stack Developer,99.0,45.0,31140.0
United States of America,Bachelors,10,2,Full-stack Developer,99.0,18.0,100000.0
Brazil,Bachelors,1,0,Front-end Developer,499.0,25.0,6876.0
United States of America,No bachelors,14,13,Front-end Developer,499.0,25.0,230000.0
United States of America,No bachelors,11,8,Other,99.0,35.0,120000.0
Canada,No bachelors,5,3,Full-stack Developer,499.0,25.0,52942.0
Sweden,No bachelors,15,16,Front-end Developer,99.0,55.0,58908.0
United States of America,Bachelors,18,9,Front-end Developer,19.0,25.0,140000.0
Italy,Post-grad,20,15,Data Scientist or ML Engr.,4999.0,35.0,129718.0
United States of America,Bachelors,6,0,Full-stack Developer,99.0,18.0,75000.0
United States of America,Post-grad,37,20,Academic Researcher,9999.0,45.0,105000.0
United States of America,No bachelors,25,14,Other,499.0,45.0,100000.0
Other,Bachelors,9,6,Engineering Manager,99.0,25.0,16164.0
Other,Bachelors,7,4,Front-end Developer,4999.0,25.0,9888.0
Other,No bachelors,8,0,Front-end Developer,499.0,25.0,30108.0
Other,No bachelors,4,2,Software QA,99.0,18.0,9192.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,12,4,Front-end Developer,499.0,25.0,113748.0
Other,No bachelors,6,5,Full-stack Developer,499.0,25.0,68102.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,40,38,Software QA,499.0,55.0,155111.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,5,3,Front-end Developer,499.0,25.0,729024.0
United States of America,Bachelors,10,6,Front-end Developer,99.0,25.0,120083.0
United States of America,Bachelors,12,9,Front-end Developer,19.0,25.0,140000.0
Brazil,Bachelors,10,5,Front-end Developer,499.0,25.0,114534.0
Canada,Bachelors,7,2,Full-stack Developer,499.0,18.0,42202.0
Other,Bachelors,6,1,Front-end Developer,4999.0,25.0,29196.0
Canada,Bachelors,6,3,Full-stack Developer,499.0,25.0,64287.0
France,Post-grad,19,17,Data Scientist or ML Engr.,499.0,35.0,55776.0
Germany,No bachelors,20,5,Front-end Developer,99.0,35.0,64859.0
Germany,No bachelors,15,5,Data Scientist or ML Engr.,499.0,25.0,61616.0
United States of America,Bachelors,21,15,Front-end Developer,19.0,45.0,103000.0
United States of America,No bachelors,21,19,Full-stack Developer,499.0,35.0,164000.0
Other,No bachelors,24,20,Front-end Developer,9999.0,45.0,32924.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,10,3,Front-end Developer,499.0,18.0,34254.0
Germany,No bachelors,19,28,Front-end Developer,99.0,35.0,54480.0
United States of America,No bachelors,9,5,Full-stack Developer,499.0,25.0,126000.0
Canada,Bachelors,10,5,Full-stack Developer,4999.0,25.0,72606.0
Other,No bachelors,20,2,Full-stack Developer,99.0,35.0,7788.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,38,33,Front-end Developer,99.0,45.0,71093.0
Other,No bachelors,11,0,Full-stack Developer,499.0,25.0,12000.0
United States of America,Bachelors,3,2,Front-end Developer,499.0,25.0,4000000.0
United States of America,Bachelors,15,10,Full-stack Developer,499.0,25.0,160000.0
United States of America,No bachelors,12,10,Front-end Developer,4999.0,35.0,220000.0
United States of America,Bachelors,19,15,Full-stack Developer,499.0,35.0,115000.0
United States of America,Bachelors,27,13,Front-end Developer,99.0,35.0,117000.0
Other,No bachelors,5,4,Front-end Developer,4999.0,18.0,35112.0
India,Bachelors,2,1,Data Scientist or ML Engr.,19.0,25.0,6702.0
Germany,No bachelors,35,30,Front-end Developer,499.0,45.0,81074.0
Other,Bachelors,8,4,Front-end Developer,99.0,25.0,18372.0
United States of America,Bachelors,25,15,Front-end Developer,4999.0,35.0,118000.0
United States of America,Bachelors,10,5,Front-end Developer,499.0,25.0,270000.0
Other,Post-grad,8,4,Full-stack Developer,499.0,25.0,37376.0
Turkey,No bachelors,11,7,Front-end Developer,4999.0,25.0,23664.0
Brazil,Bachelors,20,10,Front-end Developer,499.0,35.0,13740.0
Other,Bachelors,6,2,Front-end Developer,19.0,18.0,16164.0
Other,Bachelors,11,3,Full-stack Developer,19.0,18.0,41528.0
Canada,No bachelors,26,21,Front-end Developer,4999.0,45.0,79413.0
United States of America,No bachelors,19,12,Full-stack Developer,499.0,35.0,160000.0
Other,No bachelors,15,7,Other,499.0,25.0,36537.0
Canada,No bachelors,36,34,Other,499.0,45.0,113447.0
Other,No bachelors,7,4,Front-end Developer,499.0,18.0,20064.0
United States of America,Bachelors,13,5,Full-stack Developer,19.0,25.0,80000.0
Other,Bachelors,5,1,Full-stack Developer,99.0,18.0,1597250.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,3,2,Other,99.0,18.0,58167.0
United States of America,Bachelors,20,13,Front-end Developer,4999.0,25.0,120000.0
Other,Bachelors,18,13,Front-end Developer,99.0,35.0,29676.0
Italy,No bachelors,14,9,Full-stack Developer,4999.0,25.0,43239.0
Other,No bachelors,14,13,Full-stack Developer,499.0,35.0,19392.0
Other,Bachelors,13,2,Full-stack Developer,99.0,18.0,30650.0
Brazil,Bachelors,36,27,Full-stack Developer,499.0,45.0,21996.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,40,20,Other,499.0,45.0,77556.0
Netherlands,No bachelors,14,6,Academic Researcher,99.0,35.0,57072.0
Other,Bachelors,12,6,Front-end Developer,499.0,25.0,58264.0
Other,No bachelors,8,6,Full-stack Developer,99.0,25.0,66216.0
Other,Bachelors,10,7,Front-end Developer,499.0,25.0,29088.0
United States of America,Bachelors,9,9,Front-end Developer,4999.0,35.0,163000.0
Israel,No bachelors,4,4,Front-end Developer,19.0,18.0,115572.0
United States of America,Post-grad,24,13,Front-end Developer,499.0,35.0,200000.0
Other,Bachelors,2,4,Other,4999.0,25.0,20000.0
Other,Bachelors,6,0,Engineering Manager,499.0,35.0,66156.0
Spain,Bachelors,18,16,Full-stack Developer,499.0,35.0,54049.0
Other,No bachelors,9,3,Front-end Developer,4999.0,25.0,69468.0
United States of America,Bachelors,8,4,Full-stack Developer,99.0,25.0,65000.0
Brazil,No bachelors,16,13,Data Scientist or ML Engr.,499.0,25.0,27492.0
Canada,Post-grad,19,7,Academic Researcher,9999.0,35.0,75631.0
Brazil,Bachelors,7,5,Full-stack Developer,99.0,18.0,6876.0
Australia,Bachelors,15,9,Full-stack Developer,4999.0,25.0,66810.0
Other,No bachelors,15,10,Front-end Developer,4999.0,25.0,135750.0
United States of America,No bachelors,28,26,Front-end Developer,499.0,45.0,150000.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,11,4,Full-stack Developer,499.0,25.0,814334.0
Canada,No bachelors,24,20,Front-end Developer,499.0,45.0,105884.0
Italy,Post-grad,24,12,Academic Researcher,4999.0,35.0,33510.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,14,9,Front-end Developer,499.0,25.0,74324.0
United States of America,No bachelors,5,0,SRE or Devops,499.0,18.0,43000.0
United States of America,Bachelors,6,2,Front-end Developer,4999.0,25.0,120000.0
United States of America,Bachelors,7,3,Full-stack Developer,99.0,18.0,135000.0
Brazil,Bachelors,7,3,Data Scientist or ML Engr.,19.0,18.0,17868.0
Spain,No bachelors,5,3,Front-end Developer,19.0,18.0,27025.0
Other,Bachelors,15,11,Engineering Manager,99.0,35.0,75264.0
Other,Bachelors,14,11,Software QA,99.0,25.0,73507.0
Brazil,Bachelors,6,5,Full-stack Developer,99.0,18.0,16488.0
Germany,No bachelors,22,17,Front-end Developer,99.0,35.0,64860.0
India,Bachelors,9,6,Front-end Developer,499.0,25.0,16866.0
Poland,Bachelors,12,5,Front-end Developer,9999.0,25.0,50625.0
